,chr,start,end,U2OS_BONE,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
9666,22,39795628,39796171,0.007,7.0,5.0,35.0,16.0,3.0,11.0,36.0,38.0,26.0,27.0,82.0,72.0,27.0,45.0,55.0,57.0,3.0,0.0,5.0,3.0,1.0,4.0,6.0,10.0,4.0,5.0,19.0,37.0,12.0,29.0,46.0,15.0
9667,22,39852205,39852939,-1.0,22.0,16.0,53.0,71.0,11.0,9.0,39.0,25.0,48.0,28.0,95.0,73.0,81.0,31.0,58.0,73.0,3.0,10.0,10.0,17.0,1.0,10.0,13.0,6.0,19.0,1.0,25.0,35.0,20.0,13.0,36.0,25.0
9668,22,39853323,39854065,0.945,4.0,7.0,30.0,18.0,3.0,7.0,34.0,26.0,34.0,17.0,138.0,121.0,18.0,39.0,109.0,136.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,7.0,3.0,6.0,18.0,32.0,0.0,10.0,31.0,30.0
9669,22,39898100,39898789,0.031,11.0,10.0,53.0,26.0,6.0,12.0,42.0,37.0,45.0,33.0,94.0,76.0,38.0,42.0,60.0,103.0,2.0,4.0,8.0,8.0,1.0,5.0,8.0,8.0,21.0,10.0,29.0,25.0,21.0,9.0,56.0,63.0
9670,22,39928303,39929071,0.004,24.0,14.0,50.0,34.0,10.0,35.0,35.0,56.0,40.0,27.0,89.0,78.0,48.0,60.0,61.0,106.0,7.0,3.0,15.0,11.0,3.0,11.0,13.0,18.0,9.0,17.0,22.0,42.0,12.0,24.0,28.0,38.0
9671,22,39930803,39931115,-1.0,3.0,4.0,20.0,11.0,3.0,11.0,18.0,18.0,9.0,15.0,43.0,42.0,23.0,20.0,29.0,42.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,5.0,2.0,4.0,16.0,27.0,17.0,10.0,12.0,38.0
9672,22,40042605,40042926,0.763,8.0,6.0,25.0,18.0,8.0,4.0,17.0,13.0,15.0,9.0,28.0,45.0,26.0,23.0,28.0,47.0,1.0,0.0,2.0,4.0,6.0,0.0,5.0,5.0,6.0,5.0,13.0,26.0,12.0,15.0,31.0,33.0
9673,22,40045535,40045961,0.769,6.0,13.0,35.0,19.0,1.0,3.0,27.0,18.0,33.0,11.0,69.0,56.0,33.0,22.0,39.0,40.0,1.0,2.0,7.0,2.0,0.0,0.0,5.0,6.0,12.0,2.0,34.0,35.0,15.0,4.0,40.0,16.0
9674,22,40057941,40058844,-1.0,19.0,20.0,55.0,46.0,8.0,9.0,55.0,38.0,61.0,31.0,136.0,111.0,52.0,50.0,94.0,117.0,1.0,9.0,8.0,15.0,6.0,1.0,18.0,10.0,25.0,11.0,50.0,60.0,25.0,26.0,74.0,34.0
9675,22,40060601,40061031,-1.0,7.0,10.0,20.0,18.0,7.0,11.0,27.0,28.0,19.0,19.0,39.0,45.0,22.0,33.0,37.0,87.0,1.0,0.0,6.0,0.0,4.0,3.0,4.0,15.0,23.0,4.0,3.0,18.0,10.0,8.0,30.0,25.0
9676,22,40075077,40075307,0.782,4.0,5.0,16.0,16.0,1.0,5.0,21.0,14.0,16.0,13.0,12.0,29.0,20.0,18.0,22.0,17.0,1.0,1.0,4.0,8.0,0.0,0.0,10.0,7.0,14.0,6.0,18.0,9.0,10.0,13.0,35.0,15.0
9677,22,40081519,40082390,0.681,7.0,5.0,54.0,38.0,2.0,8.0,46.0,37.0,43.0,16.0,121.0,132.0,52.0,64.0,92.0,153.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,8.0,2.0,26.0,20.0,4.0,8.0,19.0,14.0
9678,22,40417353,40417870,0.795,16.0,11.0,50.0,19.0,7.0,13.0,34.0,20.0,40.0,18.0,67.0,61.0,33.0,32.0,36.0,59.0,8.0,2.0,19.0,3.0,4.0,2.0,13.0,7.0,12.0,9.0,10.0,17.0,8.0,13.0,34.0,25.0
9679,22,40440852,40441810,0.003,15.0,7.0,57.0,35.0,9.0,20.0,49.0,48.0,58.0,52.0,157.0,135.0,32.0,47.0,140.0,96.0,1.0,0.0,5.0,1.0,2.0,11.0,5.0,13.0,4.0,7.0,27.0,33.0,18.0,12.0,38.0,25.0
9680,22,40742403,40742944,0.002,9.0,12.0,41.0,15.0,8.0,21.0,34.0,31.0,34.0,26.0,68.0,62.0,26.0,35.0,48.0,70.0,6.0,2.0,5.0,1.0,3.0,3.0,7.0,7.0,9.0,8.0,22.0,27.0,9.0,8.0,25.0,26.0
9681,22,40766459,40767033,0.009,16.0,11.0,33.0,25.0,9.0,10.0,36.0,17.0,38.0,24.0,87.0,79.0,22.0,27.0,73.0,66.0,2.0,3.0,4.0,6.0,3.0,1.0,7.0,3.0,14.0,19.0,16.0,19.0,13.0,19.0,55.0,23.0
9682,22,40814816,40815102,0.932,3.0,7.0,22.0,7.0,1.0,8.0,19.0,25.0,15.0,17.0,35.0,30.0,20.0,21.0,22.0,33.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,11.0,2.0,6.0,14.0,15.0,4.0,4.0,18.0,23.0
9683,22,41215135,41215576,0.002,19.0,5.0,28.0,24.0,8.0,15.0,19.0,22.0,25.0,19.0,62.0,45.0,24.0,25.0,43.0,57.0,2.0,2.0,9.0,9.0,5.0,3.0,10.0,4.0,17.0,6.0,15.0,22.0,4.0,9.0,20.0,19.0
9684,22,41417924,41418887,0.033,34.0,14.0,53.0,36.0,8.0,27.0,43.0,65.0,50.0,30.0,143.0,115.0,45.0,72.0,100.0,127.0,8.0,3.0,19.0,11.0,6.0,20.0,19.0,18.0,11.0,6.0,33.0,35.0,15.0,35.0,43.0,69.0
9685,22,41460014,41460272,0.801,18.0,9.0,20.0,12.0,7.0,12.0,16.0,15.0,23.0,13.0,27.0,19.0,11.0,16.0,20.0,19.0,9.0,1.0,6.0,2.0,6.0,2.0,7.0,4.0,8.0,3.0,5.0,8.0,5.0,2.0,9.0,4.0
9686,22,41593023,41593915,0.044,14.0,7.0,55.0,39.0,9.0,20.0,48.0,62.0,39.0,42.0,98.0,116.0,53.0,70.0,95.0,124.0,0.0,1.0,16.0,6.0,1.0,4.0,9.0,18.0,23.0,31.0,32.0,32.0,12.0,11.0,26.0,39.0
9687,22,41681616,41682543,0.013,31.0,23.0,64.0,38.0,16.0,39.0,39.0,63.0,55.0,32.0,95.0,109.0,54.0,63.0,94.0,111.0,5.0,18.0,16.0,9.0,10.0,18.0,12.0,17.0,10.0,16.0,32.0,33.0,12.0,15.0,48.0,69.0
9688,22,41777430,41778281,0.003,27.0,19.0,58.0,26.0,11.0,11.0,44.0,40.0,55.0,34.0,169.0,105.0,37.0,42.0,93.0,79.0,5.0,10.0,13.0,7.0,5.0,3.0,13.0,14.0,14.0,8.0,40.0,44.0,13.0,14.0,47.0,33.0
9689,22,41791769,41792142,0.857,19.0,12.0,24.0,26.0,10.0,5.0,26.0,16.0,24.0,17.0,37.0,38.0,28.0,23.0,30.0,37.0,4.0,12.0,3.0,5.0,2.0,2.0,1.0,3.0,4.0,3.0,8.0,15.0,13.0,3.0,50.0,26.0
9690,22,41809468,41810263,-1.0,22.0,5.0,66.0,23.0,9.0,14.0,29.0,44.0,53.0,33.0,122.0,98.0,32.0,44.0,90.0,110.0,7.0,1.0,12.0,8.0,7.0,1.0,9.0,10.0,17.0,11.0,53.0,26.0,18.0,18.0,33.0,63.0
9691,22,41939917,41940713,0.002,21.0,15.0,46.0,46.0,7.0,21.0,36.0,52.0,40.0,29.0,87.0,94.0,60.0,51.0,82.0,108.0,2.0,7.0,23.0,22.0,4.0,1.0,12.0,16.0,6.0,7.0,18.0,45.0,20.0,18.0,43.0,62.0
9692,22,41985525,41986045,0.002,12.0,12.0,35.0,20.0,6.0,8.0,34.0,32.0,29.0,30.0,92.0,55.0,32.0,30.0,46.0,46.0,2.0,0.0,3.0,6.0,1.0,2.0,2.0,5.0,4.0,3.0,32.0,16.0,6.0,15.0,31.0,13.0
9693,22,42062790,42063002,0.022,4.0,7.0,14.0,8.0,3.0,5.0,11.0,11.0,12.0,5.0,24.0,34.0,14.0,13.0,27.0,19.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,8.0,7.0,5.0
9694,22,42084641,42085014,0.003,23.0,4.0,26.0,23.0,10.0,8.0,17.0,18.0,22.0,13.0,41.0,47.0,21.0,28.0,40.0,31.0,12.0,4.0,11.0,22.0,2.0,2.0,0.0,5.0,14.0,14.0,8.0,18.0,11.0,14.0,17.0,10.0
9695,22,42095414,42096189,0.82,17.0,15.0,43.0,29.0,3.0,30.0,46.0,55.0,39.0,26.0,77.0,96.0,45.0,63.0,73.0,117.0,11.0,4.0,8.0,6.0,0.0,11.0,11.0,21.0,8.0,8.0,12.0,29.0,23.0,27.0,61.0,49.0
9696,22,42315502,42316409,0.87,17.0,14.0,60.0,32.0,12.0,34.0,44.0,64.0,53.0,35.0,107.0,91.0,41.0,71.0,76.0,155.0,2.0,3.0,10.0,7.0,18.0,6.0,10.0,27.0,24.0,14.0,25.0,39.0,14.0,30.0,63.0,59.0
9697,22,42322043,42322909,0.632,8.0,3.0,61.0,32.0,2.0,9.0,38.0,38.0,47.0,24.0,161.0,123.0,47.0,51.0,96.0,125.0,5.0,0.0,8.0,1.0,4.0,4.0,3.0,2.0,9.0,1.0,35.0,11.0,11.0,5.0,51.0,40.0
9698,22,42342407,42343278,0.011,30.0,15.0,67.0,49.0,17.0,30.0,38.0,49.0,54.0,25.0,99.0,96.0,60.0,64.0,71.0,106.0,13.0,8.0,16.0,7.0,1.0,6.0,13.0,12.0,23.0,5.0,24.0,30.0,26.0,27.0,28.0,56.0
9699,22,42353659,42353900,0.488,5.0,6.0,10.0,11.0,4.0,7.0,19.0,17.0,10.0,12.0,23.0,32.0,13.0,22.0,26.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,11.0,6.0,8.0,19.0,15.0,5.0
9700,22,42372483,42373299,0.032,12.0,7.0,60.0,39.0,3.0,11.0,29.0,22.0,55.0,21.0,150.0,126.0,48.0,26.0,114.0,92.0,4.0,3.0,4.0,2.0,5.0,3.0,6.0,2.0,13.0,2.0,32.0,23.0,9.0,5.0,40.0,12.0
9701,22,42394589,42395255,0.272,18.0,13.0,42.0,25.0,7.0,28.0,33.0,48.0,43.0,26.0,83.0,73.0,30.0,49.0,68.0,79.0,2.0,4.0,14.0,6.0,4.0,2.0,7.0,35.0,14.0,4.0,24.0,19.0,12.0,29.0,35.0,33.0
9702,22,42466407,42467121,0.001,33.0,14.0,47.0,33.0,16.0,21.0,32.0,51.0,33.0,29.0,69.0,71.0,45.0,56.0,55.0,108.0,13.0,2.0,16.0,8.0,8.0,2.0,8.0,14.0,7.0,14.0,28.0,34.0,9.0,14.0,28.0,44.0
9703,22,42470035,42470669,-1.0,15.0,6.0,42.0,24.0,4.0,12.0,32.0,33.0,44.0,28.0,116.0,67.0,24.0,35.0,66.0,85.0,1.0,0.0,6.0,6.0,0.0,4.0,6.0,10.0,19.0,14.0,37.0,27.0,5.0,12.0,24.0,30.0
9704,22,42475474,42476094,-1.0,19.0,16.0,42.0,26.0,11.0,15.0,39.0,31.0,43.0,28.0,91.0,72.0,30.0,37.0,63.0,56.0,3.0,2.0,2.0,3.0,2.0,3.0,10.0,3.0,6.0,9.0,25.0,9.0,15.0,22.0,35.0,15.0
9705,22,42486349,42487246,0.0,34.0,21.0,46.0,42.0,20.0,26.0,63.0,53.0,48.0,40.0,91.0,107.0,41.0,75.0,87.0,102.0,15.0,7.0,12.0,22.0,6.0,5.0,12.0,8.0,19.0,23.0,20.0,25.0,38.0,61.0,43.0,37.0
9706,22,42679333,42679893,0.741,8.0,7.0,25.0,31.0,4.0,15.0,29.0,25.0,24.0,4.0,70.0,80.0,35.0,47.0,55.0,100.0,0.0,1.0,3.0,2.0,0.0,1.0,6.0,3.0,3.0,0.0,6.0,19.0,4.0,3.0,21.0,24.0
9707,22,42764389,42765248,0.767,28.0,17.0,40.0,39.0,7.0,25.0,46.0,67.0,40.0,33.0,73.0,98.0,49.0,70.0,86.0,140.0,9.0,7.0,6.0,5.0,2.0,3.0,12.0,8.0,31.0,9.0,11.0,23.0,15.0,24.0,46.0,33.0
9708,22,42915512,42915999,0.0,13.0,8.0,25.0,21.0,3.0,9.0,21.0,28.0,24.0,19.0,53.0,61.0,27.0,25.0,59.0,90.0,1.0,1.0,2.0,6.0,0.0,10.0,3.0,12.0,23.0,5.0,17.0,15.0,13.0,15.0,37.0,55.0
9709,22,42949592,42950304,0.626,7.0,8.0,51.0,24.0,5.0,17.0,55.0,27.0,47.0,43.0,142.0,84.0,31.0,36.0,69.0,65.0,2.0,6.0,15.0,5.0,1.0,6.0,33.0,3.0,15.0,15.0,44.0,42.0,7.0,13.0,66.0,18.0
9710,22,42977728,42978214,0.0,12.0,8.0,25.0,18.0,2.0,10.0,21.0,31.0,22.0,22.0,53.0,63.0,27.0,24.0,62.0,85.0,5.0,0.0,6.0,2.0,1.0,3.0,5.0,8.0,8.0,4.0,13.0,37.0,10.0,8.0,38.0,32.0
9711,22,43010440,43011063,0.007,23.0,9.0,44.0,27.0,6.0,10.0,17.0,40.0,40.0,20.0,75.0,76.0,34.0,34.0,76.0,91.0,4.0,0.0,13.0,14.0,1.0,6.0,5.0,10.0,15.0,5.0,12.0,22.0,11.0,23.0,47.0,17.0
9712,22,43045009,43045679,0.013,10.0,8.0,32.0,13.0,6.0,4.0,36.0,32.0,27.0,26.0,115.0,103.0,20.0,40.0,89.0,108.0,2.0,1.0,3.0,2.0,5.0,2.0,2.0,5.0,7.0,1.0,13.0,15.0,4.0,25.0,14.0,17.0
9713,22,43058126,43058751,0.042,10.0,9.0,37.0,16.0,4.0,14.0,34.0,41.0,37.0,25.0,110.0,71.0,21.0,45.0,63.0,87.0,3.0,2.0,12.0,9.0,0.0,3.0,8.0,17.0,15.0,3.0,27.0,35.0,7.0,25.0,52.0,40.0
9714,22,43088918,43089668,0.89,18.0,17.0,65.0,33.0,9.0,21.0,53.0,42.0,46.0,51.0,88.0,81.0,60.0,36.0,61.0,68.0,1.0,5.0,9.0,6.0,0.0,11.0,6.0,25.0,14.0,9.0,23.0,29.0,33.0,20.0,52.0,18.0
9715,22,43116151,43117121,-1.0,11.0,9.0,48.0,32.0,10.0,13.0,26.0,60.0,36.0,31.0,133.0,135.0,43.0,56.0,129.0,197.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,5.0,4.0,12.0,54.0,27.0,10.0,1.0,57.0,41.0
9716,22,43165947,43166287,-1.0,17.0,8.0,23.0,21.0,3.0,4.0,26.0,17.0,25.0,18.0,35.0,34.0,24.0,20.0,29.0,35.0,9.0,1.0,3.0,5.0,1.0,1.0,4.0,1.0,5.0,4.0,20.0,7.0,9.0,7.0,9.0,23.0
9717,22,43265990,43266283,0.89,14.0,1.0,18.0,27.0,6.0,9.0,19.0,12.0,16.0,16.0,22.0,30.0,24.0,20.0,26.0,32.0,2.0,0.0,1.0,9.0,0.0,1.0,17.0,10.0,3.0,8.0,4.0,5.0,8.0,7.0,10.0,12.0
9718,22,43485057,43485545,0.001,7.0,8.0,33.0,30.0,8.0,11.0,18.0,27.0,28.0,9.0,53.0,69.0,35.0,36.0,56.0,59.0,0.0,1.0,2.0,4.0,1.0,2.0,4.0,6.0,8.0,2.0,22.0,27.0,13.0,12.0,30.0,35.0
9719,22,43505951,43506167,-1.0,4.0,3.0,13.0,7.0,1.0,5.0,15.0,14.0,10.0,12.0,23.0,24.0,12.0,15.0,19.0,38.0,1.0,0.0,4.0,6.0,0.0,2.0,12.0,7.0,2.0,2.0,3.0,10.0,11.0,11.0,16.0,11.0
9720,22,43538913,43539526,0.001,7.0,8.0,38.0,28.0,8.0,13.0,29.0,32.0,30.0,26.0,73.0,92.0,36.0,35.0,82.0,75.0,1.0,2.0,13.0,10.0,7.0,2.0,16.0,4.0,9.0,5.0,25.0,40.0,32.0,23.0,36.0,23.0
9721,22,43547319,43548169,0.026,17.0,12.0,66.0,30.0,8.0,25.0,47.0,40.0,63.0,32.0,158.0,97.0,37.0,51.0,80.0,86.0,2.0,4.0,9.0,5.0,6.0,2.0,21.0,15.0,18.0,13.0,62.0,21.0,12.0,26.0,39.0,25.0
9722,22,43570061,43570322,0.926,8.0,3.0,17.0,17.0,2.0,8.0,19.0,11.0,14.0,14.0,40.0,28.0,21.0,15.0,21.0,22.0,1.0,0.0,6.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,12.0,11.0,10.0,8.0,32.0,4.0
9723,22,43582679,43583067,0.005,5.0,1.0,16.0,14.0,3.0,5.0,14.0,29.0,9.0,13.0,38.0,63.0,19.0,32.0,56.0,70.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,6.0,7.0,13.0,8.0
9724,22,43605965,43606236,0.868,5.0,12.0,19.0,15.0,5.0,6.0,17.0,19.0,19.0,12.0,29.0,26.0,22.0,17.0,22.0,25.0,1.0,1.0,3.0,3.0,5.0,1.0,8.0,6.0,7.0,11.0,12.0,22.0,10.0,5.0,32.0,5.0
9725,22,43817197,43817456,0.38,13.0,11.0,13.0,4.0,6.0,20.0,19.0,18.0,12.0,11.0,18.0,31.0,10.0,21.0,23.0,28.0,6.0,2.0,3.0,2.0,7.0,8.0,2.0,1.0,4.0,1.0,3.0,24.0,11.0,17.0,15.0,4.0
9726,22,43820887,43821136,-1.0,1.0,8.0,13.0,5.0,1.0,4.0,19.0,20.0,9.0,14.0,41.0,31.0,16.0,18.0,23.0,25.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,5.0,3.0,12.0,9.0,6.0
9727,22,43830899,43831162,0.627,5.0,8.0,13.0,15.0,4.0,3.0,19.0,22.0,17.0,13.0,26.0,23.0,15.0,24.0,22.0,33.0,4.0,5.0,3.0,11.0,1.0,2.0,4.0,13.0,3.0,1.0,7.0,7.0,3.0,4.0,5.0,19.0
9728,22,44207947,44208435,0.001,15.0,10.0,31.0,20.0,10.0,15.0,27.0,28.0,33.0,23.0,56.0,54.0,18.0,32.0,53.0,62.0,4.0,3.0,4.0,3.0,2.0,1.0,14.0,6.0,8.0,5.0,26.0,11.0,1.0,8.0,24.0,27.0
9729,22,44257942,44258612,0.258,7.0,12.0,25.0,28.0,4.0,6.0,27.0,39.0,24.0,26.0,85.0,115.0,37.0,32.0,114.0,88.0,0.0,0.0,6.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,9.0,2.0,2.0,12.0,10.0
9730,22,44287497,44288061,-1.0,11.0,16.0,29.0,19.0,7.0,12.0,41.0,28.0,33.0,27.0,72.0,70.0,24.0,33.0,61.0,80.0,0.0,3.0,5.0,2.0,1.0,2.0,3.0,6.0,18.0,10.0,12.0,33.0,2.0,31.0,40.0,26.0
9731,22,44319578,44320513,0.014,9.0,19.0,47.0,36.0,9.0,22.0,58.0,53.0,64.0,37.0,147.0,109.0,29.0,64.0,106.0,125.0,2.0,6.0,7.0,8.0,2.0,3.0,15.0,12.0,12.0,5.0,54.0,43.0,15.0,27.0,55.0,52.0
9732,22,44350902,44351662,0.003,18.0,9.0,63.0,39.0,5.0,17.0,39.0,45.0,49.0,33.0,97.0,90.0,57.0,47.0,71.0,80.0,4.0,5.0,13.0,10.0,6.0,2.0,12.0,16.0,9.0,10.0,52.0,37.0,30.0,23.0,42.0,30.0
9733,22,44392309,44392669,0.894,11.0,11.0,27.0,22.0,6.0,20.0,25.0,21.0,23.0,24.0,26.0,30.0,31.0,17.0,26.0,39.0,4.0,10.0,5.0,1.0,1.0,2.0,8.0,3.0,6.0,9.0,9.0,20.0,3.0,13.0,8.0,28.0
9734,22,44419824,44420790,-1.0,14.0,9.0,43.0,46.0,6.0,15.0,52.0,42.0,42.0,33.0,146.0,145.0,50.0,58.0,126.0,138.0,2.0,0.0,1.0,6.0,0.0,4.0,11.0,1.0,4.0,6.0,23.0,15.0,9.0,7.0,23.0,23.0
9735,22,44726724,44727590,0.536,11.0,5.0,37.0,33.0,6.0,24.0,31.0,58.0,33.0,27.0,87.0,112.0,36.0,63.0,105.0,197.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0,6.0,6.0,4.0,21.0,7.0,4.0,4.0,28.0,13.0
9736,22,45015933,45016488,-1.0,20.0,9.0,32.0,31.0,8.0,12.0,52.0,24.0,30.0,45.0,75.0,54.0,34.0,30.0,46.0,52.0,7.0,3.0,6.0,12.0,8.0,2.0,17.0,7.0,6.0,9.0,23.0,25.0,8.0,18.0,15.0,19.0
9737,22,45064159,45065092,0.009,4.0,6.0,40.0,25.0,7.0,15.0,46.0,55.0,42.0,41.0,169.0,127.0,22.0,61.0,125.0,147.0,1.0,1.0,2.0,5.0,4.0,2.0,2.0,9.0,4.0,9.0,13.0,14.0,12.0,5.0,19.0,20.0
9738,22,45124981,45125855,0.807,24.0,16.0,56.0,53.0,12.0,33.0,64.0,45.0,44.0,37.0,79.0,95.0,69.0,68.0,57.0,121.0,12.0,3.0,13.0,10.0,6.0,3.0,21.0,28.0,19.0,29.0,18.0,50.0,22.0,36.0,80.0,63.0
9739,22,45132656,45133392,0.879,9.0,14.0,42.0,36.0,9.0,34.0,55.0,50.0,40.0,42.0,81.0,68.0,43.0,58.0,54.0,100.0,2.0,6.0,9.0,5.0,15.0,8.0,20.0,44.0,21.0,22.0,27.0,31.0,19.0,29.0,51.0,32.0
9740,22,45312218,45312475,0.804,2.0,6.0,10.0,8.0,1.0,8.0,30.0,5.0,13.0,12.0,62.0,35.0,10.0,18.0,21.0,15.0,0.0,1.0,1.0,2.0,1.0,2.0,19.0,1.0,5.0,4.0,15.0,27.0,2.0,8.0,10.0,6.0
9741,22,45559298,45560172,0.014,23.0,13.0,52.0,41.0,11.0,35.0,42.0,46.0,49.0,32.0,80.0,121.0,46.0,54.0,109.0,119.0,25.0,3.0,12.0,15.0,7.0,13.0,11.0,17.0,37.0,22.0,27.0,54.0,22.0,27.0,85.0,54.0
9742,22,45598721,45599080,0.775,10.0,10.0,14.0,23.0,5.0,9.0,33.0,18.0,17.0,18.0,46.0,37.0,25.0,28.0,26.0,39.0,1.0,3.0,1.0,5.0,1.0,6.0,6.0,1.0,5.0,10.0,9.0,10.0,8.0,34.0,65.0,23.0
9743,22,45636070,45636606,0.014,16.0,8.0,53.0,43.0,6.0,1.0,18.0,18.0,57.0,10.0,68.0,57.0,41.0,24.0,54.0,61.0,4.0,1.0,10.0,7.0,0.0,1.0,1.0,2.0,14.0,1.0,14.0,14.0,10.0,2.0,5.0,6.0
9744,22,45664580,45664820,0.069,8.0,3.0,19.0,7.0,2.0,11.0,23.0,11.0,17.0,16.0,26.0,26.0,10.0,17.0,18.0,25.0,7.0,1.0,2.0,0.0,0.0,2.0,14.0,1.0,4.0,3.0,15.0,16.0,1.0,20.0,7.0,10.0
9745,22,45680644,45681016,0.783,7.0,6.0,24.0,4.0,3.0,5.0,27.0,13.0,18.0,10.0,68.0,62.0,13.0,27.0,40.0,44.0,2.0,2.0,18.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,29.0,13.0,6.0,6.0,23.0,14.0
9746,22,45809191,45809953,0.915,38.0,16.0,58.0,35.0,11.0,33.0,44.0,32.0,55.0,29.0,91.0,89.0,43.0,42.0,72.0,73.0,8.0,8.0,16.0,11.0,1.0,8.0,9.0,5.0,11.0,14.0,17.0,42.0,20.0,14.0,65.0,25.0
9747,22,46041368,46041910,0.068,9.0,5.0,28.0,28.0,5.0,11.0,34.0,37.0,25.0,20.0,64.0,64.0,31.0,51.0,48.0,81.0,2.0,1.0,6.0,14.0,3.0,7.0,3.0,7.0,6.0,3.0,15.0,23.0,18.0,28.0,29.0,27.0
9748,22,46276365,46277064,0.722,27.0,27.0,48.0,21.0,9.0,40.0,47.0,36.0,52.0,30.0,101.0,60.0,35.0,35.0,48.0,82.0,6.0,9.0,11.0,2.0,2.0,17.0,13.0,17.0,23.0,5.0,44.0,12.0,25.0,12.0,47.0,42.0
9749,22,46285477,46285986,0.705,24.0,13.0,23.0,18.0,3.0,26.0,23.0,37.0,21.0,17.0,58.0,55.0,30.0,33.0,48.0,79.0,6.0,2.0,8.0,10.0,1.0,10.0,12.0,16.0,6.0,6.0,17.0,20.0,10.0,12.0,44.0,29.0
9750,22,46318693,46319087,0.874,5.0,6.0,21.0,22.0,5.0,15.0,40.0,18.0,13.0,29.0,35.0,53.0,31.0,28.0,35.0,37.0,0.0,0.0,4.0,6.0,2.0,3.0,5.0,7.0,9.0,12.0,21.0,40.0,4.0,12.0,45.0,25.0
9751,22,46326912,46327254,0.943,4.0,7.0,25.0,14.0,8.0,14.0,19.0,21.0,14.0,21.0,23.0,47.0,24.0,20.0,39.0,41.0,0.0,3.0,7.0,3.0,1.0,3.0,5.0,7.0,10.0,8.0,15.0,19.0,17.0,25.0,25.0,28.0
9752,22,46423299,46423652,0.664,6.0,7.0,17.0,7.0,1.0,11.0,18.0,18.0,11.0,15.0,40.0,62.0,19.0,15.0,54.0,51.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,6.0,2.0,1.0,35.0,21.0
9753,22,46431522,46432209,0.005,15.0,7.0,45.0,25.0,6.0,16.0,28.0,27.0,38.0,18.0,70.0,103.0,33.0,36.0,87.0,132.0,1.0,3.0,9.0,13.0,0.0,3.0,4.0,10.0,21.0,2.0,29.0,32.0,8.0,31.0,31.0,38.0
9754,22,46440393,46441019,0.766,24.0,3.0,29.0,23.0,4.0,22.0,33.0,37.0,34.0,22.0,83.0,83.0,17.0,49.0,78.0,84.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,4.0,2.0,2.0,22.0,3.0,4.0,30.0,6.0
9755,22,46449632,46450115,0.035,9.0,1.0,50.0,16.0,1.0,4.0,24.0,9.0,29.0,15.0,99.0,73.0,37.0,18.0,44.0,53.0,3.0,0.0,7.0,2.0,0.0,0.0,3.0,2.0,16.0,3.0,13.0,16.0,11.0,6.0,6.0,6.0
9756,22,46457095,46458028,0.855,23.0,10.0,38.0,35.0,8.0,16.0,42.0,49.0,40.0,20.0,121.0,129.0,35.0,69.0,110.0,187.0,3.0,0.0,2.0,9.0,0.0,0.0,9.0,8.0,4.0,2.0,28.0,29.0,12.0,17.0,32.0,50.0
9757,22,46481815,46482024,-1.0,4.0,3.0,14.0,10.0,0.0,8.0,18.0,12.0,17.0,10.0,23.0,21.0,10.0,17.0,17.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,3.0,2.0,6.0,12.0,5.0,3.0,21.0,10.0
9758,22,46518454,46518729,0.703,6.0,6.0,17.0,11.0,2.0,5.0,20.0,13.0,12.0,16.0,45.0,31.0,20.0,13.0,23.0,34.0,0.0,3.0,5.0,3.0,0.0,1.0,9.0,11.0,3.0,8.0,9.0,8.0,7.0,10.0,13.0,10.0
9759,22,46610124,46610789,0.902,18.0,53.0,63.0,4.0,5.0,1.0,79.0,29.0,91.0,54.0,106.0,50.0,24.0,6.0,54.0,27.0,1.0,21.0,12.0,1.0,0.0,0.0,5.0,2.0,21.0,14.0,39.0,14.0,8.0,5.0,38.0,11.0
9760,22,46658397,46659332,0.804,11.0,10.0,71.0,41.0,4.0,9.0,42.0,29.0,64.0,29.0,154.0,154.0,54.0,36.0,135.0,91.0,0.0,1.0,3.0,9.0,0.0,0.0,6.0,6.0,6.0,1.0,11.0,9.0,2.0,8.0,28.0,23.0
