,chr,start,end,SKHEP1_LIVER,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
6152,19,3028592,3029299,0.122,23.0,11.0,45.0,15.0,5.0,12.0,36.0,30.0,45.0,25.0,134.0,89.0,21.0,35.0,79.0,101.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,21.0,2.0,2.0,5.0,1.0,11.0
6153,19,30302295,30302510,0.003,3.0,3.0,8.0,11.0,2.0,5.0,9.0,10.0,9.0,8.0,34.0,28.0,11.0,10.0,29.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6154,19,30334440,30334688,-1.0,5.0,4.0,21.0,12.0,3.0,6.0,9.0,11.0,16.0,5.0,37.0,29.0,18.0,14.0,21.0,36.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,13.0,27.0,4.0,1.0,6.0,9.0
6155,19,3035638,3035872,0.02,9.0,9.0,18.0,11.0,5.0,4.0,14.0,12.0,17.0,10.0,33.0,22.0,16.0,12.0,18.0,23.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,34.0,2.0,2.0,1.0,1.0,7.0
6156,19,3036216,3036618,0.0,16.0,6.0,21.0,15.0,7.0,10.0,16.0,29.0,17.0,12.0,34.0,47.0,18.0,34.0,40.0,79.0,2.0,0.0,9.0,7.0,0.0,1.0,3.0,5.0,7.0,0.0,19.0,21.0,4.0,3.0,8.0,20.0
6157,19,30363202,30363527,0.044,3.0,5.0,26.0,8.0,7.0,23.0,18.0,14.0,14.0,10.0,35.0,47.0,18.0,24.0,28.0,44.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,17.0,63.0,0.0,13.0,13.0,24.0
6158,19,30364035,30364803,-1.0,11.0,8.0,43.0,20.0,1.0,7.0,47.0,49.0,31.0,32.0,109.0,110.0,39.0,57.0,84.0,119.0,2.0,1.0,4.0,0.0,0.0,2.0,16.0,9.0,12.0,8.0,92.0,36.0,7.0,17.0,32.0,24.0
6159,19,306214,306681,0.958,10.0,3.0,34.0,17.0,4.0,4.0,34.0,22.0,24.0,26.0,77.0,57.0,26.0,31.0,40.0,57.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,10.0,3.0,51.0,36.0,6.0,7.0,11.0,14.0
6160,19,30433004,30433865,0.0,16.0,7.0,44.0,27.0,6.0,23.0,58.0,27.0,36.0,33.0,127.0,151.0,36.0,51.0,119.0,99.0,3.0,1.0,3.0,3.0,0.0,5.0,11.0,3.0,4.0,8.0,15.0,39.0,8.0,9.0,16.0,20.0
6161,19,3061188,3061952,-1.0,19.0,11.0,49.0,16.0,10.0,21.0,37.0,41.0,37.0,32.0,139.0,81.0,29.0,45.0,65.0,131.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,4.0,5.0,5.0,85.0,8.0,1.0,3.0,9.0,18.0
6162,19,308413,308930,0.975,3.0,7.0,33.0,34.0,8.0,6.0,29.0,32.0,22.0,28.0,61.0,57.0,44.0,34.0,46.0,72.0,1.0,6.0,3.0,1.0,1.0,1.0,3.0,10.0,3.0,16.0,21.0,19.0,7.0,10.0,24.0,27.0
6163,19,30713408,30713865,-1.0,9.0,3.0,34.0,17.0,1.0,4.0,17.0,20.0,26.0,10.0,68.0,65.0,27.0,25.0,51.0,79.0,1.0,1.0,4.0,2.0,1.0,0.0,5.0,7.0,3.0,2.0,19.0,26.0,8.0,11.0,12.0,32.0
6164,19,30715549,30715753,-1.0,9.0,13.0,7.0,13.0,9.0,14.0,12.0,13.0,13.0,7.0,13.0,19.0,11.0,14.0,21.0,15.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0
6165,19,310258,310582,0.966,24.0,5.0,21.0,30.0,7.0,2.0,19.0,9.0,24.0,7.0,34.0,34.0,25.0,23.0,26.0,33.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,1.0,12.0,0.0,20.0,7.0,6.0,10.0,7.0,8.0
6166,19,30865683,30866490,-1.0,18.0,19.0,49.0,30.0,13.0,19.0,42.0,26.0,47.0,26.0,101.0,118.0,38.0,36.0,101.0,123.0,1.0,2.0,2.0,8.0,0.0,1.0,2.0,1.0,9.0,3.0,15.0,33.0,9.0,8.0,39.0,43.0
6167,19,3094671,3095055,0.02,6.0,4.0,19.0,7.0,0.0,3.0,38.0,27.0,20.0,26.0,45.0,49.0,10.0,35.0,39.0,55.0,2.0,0.0,5.0,4.0,0.0,5.0,9.0,6.0,3.0,1.0,8.0,38.0,2.0,8.0,6.0,21.0
6168,19,30941853,30942181,0.229,7.0,8.0,23.0,6.0,4.0,9.0,29.0,17.0,20.0,22.0,40.0,39.0,13.0,20.0,30.0,40.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,10.0,20.0,14.0,2.0,4.0,10.0,9.0
6169,19,3097564,3097793,-1.0,4.0,4.0,8.0,11.0,5.0,7.0,16.0,19.0,8.0,13.0,28.0,24.0,10.0,23.0,22.0,26.0,0.0,0.0,1.0,4.0,1.0,10.0,0.0,0.0,3.0,5.0,15.0,23.0,1.0,3.0,4.0,8.0
6170,19,311948,312224,0.922,13.0,1.0,31.0,9.0,0.0,3.0,5.0,9.0,19.0,8.0,55.0,37.0,22.0,5.0,29.0,29.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,39.0,18.0,3.0,0.0,6.0,3.0
6171,19,3110096,3110438,0.954,9.0,12.0,28.0,14.0,4.0,4.0,19.0,18.0,21.0,13.0,44.0,43.0,29.0,16.0,31.0,36.0,0.0,0.0,5.0,11.0,0.0,1.0,5.0,4.0,5.0,3.0,10.0,9.0,8.0,3.0,12.0,13.0
6172,19,3112647,3113628,0.95,27.0,18.0,56.0,46.0,12.0,37.0,92.0,54.0,56.0,69.0,110.0,100.0,52.0,71.0,78.0,102.0,16.0,2.0,6.0,16.0,1.0,7.0,12.0,9.0,16.0,27.0,39.0,35.0,9.0,27.0,34.0,20.0
6173,19,3114752,3115094,0.942,1.0,7.0,14.0,22.0,6.0,12.0,26.0,20.0,12.0,21.0,26.0,34.0,25.0,24.0,28.0,63.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,12.0,17.0,4.0,3.0,12.0,8.0
6174,19,3120994,3121291,0.961,8.0,7.0,18.0,23.0,2.0,7.0,17.0,18.0,24.0,12.0,34.0,27.0,22.0,18.0,29.0,30.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,7.0,2.0,2.0,3.0,5.0,2.0
6175,19,3122333,3122716,0.957,5.0,2.0,23.0,24.0,1.0,16.0,30.0,15.0,23.0,14.0,56.0,44.0,25.0,30.0,29.0,45.0,0.0,1.0,4.0,4.0,0.0,5.0,6.0,2.0,5.0,2.0,34.0,17.0,4.0,11.0,3.0,11.0
6176,19,31210517,31210884,-1.0,12.0,3.0,22.0,8.0,3.0,6.0,24.0,17.0,16.0,18.0,62.0,57.0,14.0,23.0,46.0,35.0,6.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,29.0,19.0,1.0,3.0,9.0,11.0
6177,19,3162841,3163161,0.234,7.0,6.0,20.0,26.0,5.0,2.0,20.0,16.0,21.0,15.0,45.0,30.0,26.0,20.0,27.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,17.0,18.0,1.0,3.0,6.0,6.0
6178,19,3185740,3186492,-1.0,9.0,12.0,40.0,30.0,11.0,10.0,42.0,35.0,33.0,25.0,74.0,112.0,38.0,51.0,89.0,140.0,0.0,1.0,4.0,6.0,1.0,0.0,10.0,2.0,3.0,2.0,37.0,55.0,3.0,13.0,15.0,17.0
6179,19,31843880,31844183,-1.0,17.0,7.0,25.0,12.0,10.0,13.0,10.0,21.0,19.0,14.0,31.0,32.0,15.0,20.0,31.0,25.0,1.0,1.0,7.0,1.0,4.0,1.0,4.0,8.0,8.0,1.0,30.0,7.0,3.0,15.0,9.0,14.0
6180,19,3189821,3190043,0.983,2.0,4.0,12.0,4.0,1.0,7.0,19.0,19.0,15.0,8.0,34.0,24.0,4.0,27.0,17.0,24.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,7.0,49.0,1.0,5.0,15.0,4.0
6181,19,3190998,3191418,0.977,14.0,6.0,49.0,9.0,1.0,9.0,35.0,17.0,37.0,35.0,59.0,48.0,26.0,12.0,37.0,25.0,1.0,0.0,7.0,1.0,0.0,1.0,2.0,1.0,6.0,5.0,47.0,149.0,0.0,0.0,8.0,6.0
6182,19,3192416,3192705,0.974,3.0,6.0,17.0,14.0,3.0,1.0,22.0,14.0,14.0,15.0,28.0,42.0,20.0,18.0,33.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,53.0,12.0,9.0,2.0,13.0,22.0
6183,19,3196188,3196393,0.937,4.0,5.0,16.0,9.0,3.0,3.0,16.0,9.0,14.0,11.0,24.0,22.0,13.0,12.0,16.0,27.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,14.0,19.0,2.0,0.0,6.0,3.0
6184,19,3198817,3199120,0.968,4.0,7.0,16.0,12.0,4.0,10.0,22.0,20.0,12.0,21.0,44.0,27.0,19.0,18.0,23.0,43.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,9.0,7.0,10.0,1.0,8.0,13.0
6185,19,3201455,3201681,0.968,2.0,2.0,9.0,12.0,3.0,2.0,21.0,12.0,9.0,14.0,42.0,28.0,11.0,20.0,22.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,7.0,9.0,0.0,4.0,5.0,6.0
6186,19,3204526,3204916,0.959,6.0,8.0,27.0,19.0,3.0,7.0,30.0,17.0,20.0,15.0,43.0,55.0,31.0,27.0,34.0,47.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,11.0,14.0,5.0,1.0,13.0,10.0
6187,19,3207920,3208157,0.97,4.0,4.0,11.0,12.0,4.0,2.0,16.0,14.0,14.0,10.0,23.0,26.0,9.0,20.0,24.0,43.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,20.0,4.0,1.0,2.0,3.0,8.0
6188,19,3224743,3225007,0.048,9.0,5.0,22.0,14.0,2.0,3.0,10.0,13.0,18.0,5.0,29.0,37.0,21.0,15.0,29.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0
6189,19,32715384,32715800,-1.0,26.0,20.0,21.0,16.0,9.0,17.0,21.0,24.0,21.0,10.0,32.0,53.0,27.0,24.0,43.0,51.0,7.0,6.0,1.0,1.0,6.0,2.0,9.0,5.0,13.0,2.0,9.0,36.0,15.0,2.0,7.0,9.0
6190,19,3275608,3275970,0.027,9.0,5.0,27.0,12.0,0.0,5.0,24.0,18.0,28.0,16.0,69.0,40.0,16.0,21.0,34.0,37.0,0.0,1.0,3.0,1.0,0.0,9.0,2.0,0.0,3.0,1.0,17.0,6.0,2.0,3.0,1.0,5.0
6191,19,32836353,32836840,0.001,18.0,6.0,32.0,15.0,5.0,9.0,18.0,25.0,26.0,15.0,64.0,63.0,22.0,27.0,55.0,86.0,2.0,0.0,9.0,2.0,0.0,2.0,1.0,4.0,2.0,3.0,65.0,17.0,11.0,11.0,15.0,32.0
6192,19,3285856,3286121,0.034,2.0,3.0,14.0,9.0,1.0,0.0,13.0,19.0,4.0,10.0,16.0,40.0,21.0,20.0,28.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,18.0,12.0,12.0,9.0,2.0,11.0
6193,19,33071875,33072808,0.0,16.0,18.0,68.0,23.0,10.0,30.0,58.0,43.0,60.0,39.0,133.0,125.0,39.0,54.0,99.0,117.0,2.0,4.0,12.0,5.0,0.0,8.0,12.0,11.0,17.0,14.0,65.0,88.0,8.0,17.0,38.0,18.0
6194,19,33096468,33096704,0.981,8.0,7.0,13.0,10.0,1.0,6.0,21.0,14.0,15.0,14.0,29.0,20.0,14.0,15.0,16.0,32.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0,3.0,4.0,1.0,6.0,11.0,2.0,0.0,6.0,8.0
6195,19,33182609,33183562,0.0,10.0,12.0,40.0,49.0,3.0,25.0,65.0,47.0,41.0,26.0,94.0,150.0,57.0,77.0,113.0,143.0,0.0,2.0,5.0,4.0,0.0,6.0,5.0,6.0,13.0,7.0,85.0,182.0,29.0,27.0,40.0,48.0
6196,19,33210453,33211039,0.939,11.0,6.0,43.0,25.0,5.0,7.0,35.0,28.0,34.0,25.0,94.0,74.0,35.0,37.0,56.0,70.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,12.0,2.0,3.0,66.0,19.0,8.0,6.0,16.0,7.0
6197,19,33211781,33212080,0.944,4.0,8.0,12.0,10.0,4.0,9.0,19.0,23.0,12.0,15.0,43.0,31.0,14.0,23.0,28.0,43.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,7.0,4.0,0.0,3.0,16.0,2.0,3.0,9.0,20.0
6198,19,33462715,33463308,0.004,25.0,24.0,37.0,34.0,17.0,23.0,31.0,39.0,39.0,21.0,68.0,55.0,39.0,42.0,48.0,50.0,10.0,14.0,15.0,12.0,2.0,7.0,5.0,13.0,9.0,4.0,75.0,49.0,7.0,7.0,23.0,20.0
6199,19,33571758,33572194,0.0,15.0,12.0,36.0,15.0,7.0,8.0,23.0,22.0,32.0,15.0,75.0,49.0,24.0,25.0,38.0,39.0,13.0,2.0,7.0,2.0,2.0,1.0,2.0,5.0,6.0,3.0,130.0,71.0,6.0,3.0,11.0,16.0
6200,19,33622910,33623231,0.992,6.0,7.0,20.0,11.0,4.0,11.0,14.0,15.0,14.0,13.0,40.0,48.0,20.0,13.0,42.0,42.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,9.0,2.0,2.0,10.0,68.0,0.0,7.0,25.0,5.0
6201,19,3366743,3367457,0.01,16.0,16.0,33.0,28.0,7.0,23.0,42.0,43.0,40.0,29.0,106.0,63.0,30.0,47.0,58.0,132.0,0.0,2.0,5.0,3.0,1.0,13.0,4.0,3.0,2.0,2.0,158.0,17.0,8.0,11.0,26.0,25.0
6202,19,3369477,3369913,-1.0,7.0,12.0,16.0,10.0,5.0,25.0,27.0,37.0,14.0,21.0,57.0,44.0,19.0,36.0,37.0,68.0,4.0,1.0,3.0,0.0,5.0,2.0,2.0,4.0,1.0,3.0,20.0,9.0,3.0,8.0,11.0,16.0
6203,19,33685146,33686085,0.016,5.0,5.0,58.0,27.0,4.0,4.0,34.0,26.0,45.0,18.0,162.0,175.0,41.0,41.0,147.0,146.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,8.0,6.0,5.0,36.0,28.0,3.0,5.0,19.0,24.0
6204,19,33697914,33698193,0.962,1.0,5.0,16.0,17.0,0.0,3.0,13.0,13.0,13.0,4.0,27.0,40.0,25.0,17.0,29.0,55.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,18.0,74.0,5.0,2.0,15.0,12.0
6205,19,33716312,33716751,-1.0,0.0,8.0,22.0,10.0,1.0,6.0,24.0,33.0,20.0,20.0,50.0,65.0,19.0,30.0,60.0,70.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,4.0,5.0,14.0,57.0,34.0,1.0,6.0,20.0,20.0
6206,19,33726654,33726946,-1.0,2.0,5.0,18.0,7.0,2.0,5.0,26.0,10.0,13.0,10.0,59.0,44.0,15.0,23.0,24.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,3.0,9.0,47.0,6.0,2.0,7.0,10.0,8.0
6207,19,33764349,33764551,0.928,3.0,2.0,13.0,3.0,2.0,3.0,23.0,7.0,9.0,14.0,35.0,28.0,7.0,16.0,16.0,20.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,2.0,7.0,21.0,19.0,0.0,7.0,7.0,6.0
6208,19,3381525,3382275,0.988,22.0,11.0,53.0,31.0,4.0,14.0,56.0,49.0,44.0,42.0,74.0,95.0,47.0,56.0,73.0,78.0,1.0,1.0,3.0,5.0,0.0,1.0,10.0,6.0,10.0,8.0,40.0,72.0,15.0,26.0,44.0,23.0
6209,19,3387963,3388203,0.857,3.0,5.0,20.0,3.0,1.0,2.0,16.0,8.0,9.0,8.0,29.0,41.0,18.0,12.0,23.0,41.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,7.0,20.0,4.0,2.0,3.0,6.0
6210,19,33864176,33865010,0.003,33.0,5.0,48.0,39.0,5.0,13.0,36.0,35.0,47.0,24.0,120.0,126.0,40.0,47.0,114.0,101.0,12.0,0.0,6.0,8.0,1.0,3.0,10.0,3.0,10.0,1.0,28.0,158.0,5.0,9.0,32.0,44.0
6211,19,33878782,33878985,0.984,8.0,5.0,15.0,7.0,2.0,1.0,13.0,11.0,10.0,11.0,24.0,28.0,15.0,10.0,22.0,20.0,2.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,26.0,8.0,3.0,1.0,17.0,6.0
6212,19,33892575,33892780,0.951,8.0,7.0,12.0,14.0,3.0,4.0,15.0,11.0,12.0,8.0,14.0,23.0,18.0,14.0,17.0,24.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,2.0,24.0,2.0,9.0,6.0,3.0
6213,19,34012271,34012936,0.007,18.0,13.0,44.0,31.0,8.0,7.0,30.0,31.0,40.0,24.0,108.0,80.0,40.0,32.0,71.0,87.0,6.0,4.0,11.0,6.0,2.0,2.0,15.0,9.0,12.0,3.0,152.0,35.0,5.0,10.0,27.0,40.0
6214,19,34175344,34175768,0.195,23.0,14.0,46.0,16.0,10.0,18.0,24.0,19.0,38.0,15.0,34.0,47.0,28.0,24.0,31.0,36.0,8.0,1.0,8.0,2.0,5.0,3.0,1.0,1.0,21.0,8.0,98.0,14.0,7.0,2.0,7.0,7.0
6215,19,344164,344458,-1.0,8.0,3.0,15.0,11.0,1.0,3.0,8.0,12.0,15.0,8.0,56.0,42.0,13.0,10.0,43.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
6216,19,34262943,34263906,0.775,27.0,25.0,57.0,57.0,14.0,25.0,54.0,62.0,50.0,37.0,82.0,116.0,75.0,68.0,93.0,120.0,2.0,7.0,5.0,11.0,2.0,5.0,17.0,9.0,10.0,5.0,88.0,61.0,21.0,14.0,49.0,74.0
6217,19,34269063,34269289,0.243,2.0,2.0,12.0,5.0,1.0,2.0,8.0,20.0,3.0,9.0,27.0,33.0,15.0,18.0,26.0,42.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,3.0,4.0,9.0,12.0
6218,19,34302168,34302568,0.911,9.0,8.0,32.0,19.0,4.0,3.0,23.0,22.0,29.0,15.0,39.0,53.0,26.0,26.0,43.0,48.0,1.0,3.0,4.0,1.0,0.0,4.0,2.0,0.0,17.0,5.0,84.0,24.0,2.0,14.0,30.0,3.0
6219,19,34310744,34311517,-1.0,20.0,13.0,60.0,36.0,9.0,15.0,44.0,34.0,46.0,26.0,116.0,90.0,54.0,48.0,59.0,102.0,6.0,3.0,15.0,15.0,6.0,0.0,11.0,7.0,8.0,17.0,59.0,61.0,21.0,10.0,14.0,21.0
6220,19,345260,345590,0.0,18.0,10.0,29.0,17.0,6.0,23.0,20.0,14.0,31.0,17.0,38.0,27.0,19.0,13.0,27.0,20.0,2.0,2.0,1.0,2.0,0.0,9.0,0.0,0.0,3.0,8.0,42.0,5.0,3.0,1.0,14.0,2.0
6221,19,3434929,3435417,-1.0,17.0,9.0,28.0,22.0,13.0,13.0,21.0,32.0,28.0,21.0,57.0,57.0,18.0,36.0,58.0,57.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,35.0,71.0,3.0,4.0,6.0,12.0
6222,19,3452458,3452738,0.977,4.0,7.0,10.0,22.0,4.0,7.0,11.0,26.0,10.0,8.0,23.0,24.0,25.0,26.0,22.0,50.0,2.0,0.0,1.0,2.0,2.0,2.0,6.0,2.0,5.0,0.0,9.0,8.0,7.0,2.0,4.0,16.0
6223,19,3453363,3453956,0.975,24.0,12.0,41.0,30.0,8.0,17.0,44.0,24.0,33.0,34.0,64.0,59.0,42.0,30.0,42.0,88.0,1.0,0.0,5.0,1.0,1.0,1.0,7.0,7.0,4.0,5.0,28.0,36.0,8.0,1.0,12.0,22.0
6224,19,3456182,3456581,0.9,9.0,6.0,21.0,20.0,5.0,10.0,20.0,29.0,15.0,13.0,52.0,41.0,27.0,35.0,29.0,66.0,0.0,1.0,1.0,4.0,1.0,1.0,7.0,7.0,2.0,4.0,16.0,21.0,8.0,4.0,5.0,22.0
6225,19,3464764,3464992,0.948,3.0,3.0,14.0,1.0,0.0,5.0,14.0,20.0,10.0,17.0,54.0,19.0,8.0,14.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0
6226,19,34745218,34746204,0.002,15.0,6.0,60.0,25.0,5.0,13.0,38.0,43.0,55.0,32.0,207.0,147.0,31.0,48.0,137.0,123.0,0.0,1.0,6.0,2.0,0.0,2.0,11.0,3.0,9.0,5.0,78.0,48.0,5.0,19.0,49.0,33.0
6227,19,3481782,3482048,-1.0,3.0,8.0,19.0,12.0,4.0,7.0,20.0,19.0,21.0,13.0,31.0,24.0,14.0,22.0,20.0,28.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,3.0,1.0,2.0,67.0,2.0,0.0,2.0,7.0,5.0
6228,19,3482627,3483429,-1.0,23.0,12.0,60.0,29.0,10.0,15.0,36.0,52.0,34.0,37.0,121.0,90.0,57.0,49.0,66.0,110.0,1.0,2.0,6.0,2.0,1.0,0.0,5.0,1.0,7.0,3.0,76.0,113.0,7.0,5.0,17.0,19.0
6229,19,34850071,34850587,0.004,18.0,12.0,22.0,39.0,7.0,4.0,28.0,31.0,21.0,24.0,38.0,60.0,45.0,30.0,56.0,80.0,2.0,6.0,2.0,15.0,2.0,0.0,6.0,12.0,9.0,8.0,21.0,31.0,24.0,15.0,41.0,36.0
6230,19,34895152,34895812,0.006,8.0,11.0,43.0,13.0,11.0,22.0,56.0,35.0,27.0,45.0,92.0,93.0,29.0,46.0,67.0,61.0,2.0,4.0,6.0,2.0,2.0,11.0,7.0,9.0,7.0,19.0,61.0,106.0,9.0,5.0,17.0,14.0
6231,19,34919127,34919960,0.0,20.0,17.0,42.0,24.0,8.0,29.0,58.0,48.0,46.0,43.0,125.0,103.0,29.0,54.0,93.0,93.0,4.0,7.0,3.0,2.0,3.0,5.0,19.0,14.0,20.0,9.0,56.0,49.0,3.0,15.0,22.0,57.0
6232,19,3500416,3500840,0.0,12.0,8.0,25.0,31.0,6.0,9.0,20.0,23.0,29.0,18.0,40.0,43.0,29.0,23.0,46.0,61.0,6.0,2.0,6.0,5.0,0.0,6.0,1.0,1.0,7.0,3.0,7.0,10.0,3.0,4.0,15.0,20.0
6233,19,3505820,3506770,-1.0,16.0,18.0,57.0,37.0,15.0,21.0,51.0,43.0,51.0,49.0,137.0,120.0,46.0,42.0,113.0,133.0,0.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,8.0,122.0,37.0,3.0,10.0,21.0,26.0
6234,19,35068406,35068897,0.838,2.0,7.0,28.0,15.0,7.0,10.0,40.0,25.0,15.0,32.0,84.0,67.0,28.0,33.0,47.0,50.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,5.0,63.0,200.0,7.0,5.0,17.0,15.0
6235,19,35168145,35168979,0.011,25.0,17.0,51.0,34.0,20.0,53.0,61.0,38.0,45.0,60.0,110.0,91.0,37.0,42.0,85.0,64.0,6.0,5.0,11.0,3.0,2.0,14.0,8.0,4.0,22.0,15.0,82.0,39.0,8.0,16.0,16.0,32.0
6236,19,35224920,35225316,0.001,7.0,9.0,20.0,14.0,6.0,18.0,29.0,23.0,24.0,24.0,52.0,44.0,13.0,25.0,44.0,43.0,1.0,0.0,3.0,1.0,4.0,11.0,5.0,4.0,9.0,6.0,39.0,11.0,2.0,5.0,13.0,15.0
6237,19,35263648,35264275,0.0,24.0,12.0,30.0,31.0,16.0,18.0,43.0,40.0,29.0,42.0,75.0,66.0,28.0,45.0,65.0,62.0,7.0,1.0,4.0,8.0,2.0,2.0,10.0,7.0,3.0,17.0,14.0,20.0,4.0,7.0,27.0,16.0
6238,19,3531568,3532102,0.978,13.0,10.0,45.0,31.0,3.0,6.0,34.0,27.0,38.0,24.0,69.0,56.0,45.0,30.0,40.0,62.0,5.0,1.0,4.0,6.0,0.0,2.0,2.0,1.0,11.0,2.0,76.0,20.0,6.0,10.0,5.0,16.0
6239,19,35323531,35323952,0.799,12.0,5.0,25.0,26.0,6.0,17.0,28.0,24.0,24.0,20.0,33.0,44.0,26.0,33.0,36.0,61.0,2.0,0.0,6.0,9.0,0.0,4.0,5.0,5.0,11.0,2.0,20.0,35.0,12.0,5.0,18.0,36.0
6240,19,35329723,35330181,0.652,22.0,9.0,47.0,22.0,9.0,10.0,27.0,15.0,41.0,19.0,49.0,54.0,28.0,23.0,41.0,41.0,1.0,1.0,9.0,1.0,4.0,2.0,64.0,6.0,4.0,5.0,17.0,93.0,19.0,12.0,6.0,9.0
6241,19,35395938,35396476,0.796,16.0,7.0,23.0,31.0,8.0,27.0,30.0,53.0,18.0,25.0,39.0,59.0,35.0,59.0,50.0,57.0,5.0,0.0,5.0,12.0,2.0,4.0,4.0,8.0,1.0,5.0,104.0,31.0,6.0,22.0,18.0,14.0
6242,19,35417701,35418217,0.003,14.0,14.0,37.0,21.0,4.0,18.0,35.0,31.0,35.0,24.0,59.0,63.0,33.0,32.0,51.0,44.0,4.0,2.0,1.0,6.0,1.0,6.0,8.0,1.0,11.0,5.0,28.0,18.0,7.0,10.0,18.0,16.0
6243,19,3546144,3546382,0.985,1.0,4.0,20.0,20.0,5.0,1.0,14.0,9.0,14.0,14.0,19.0,25.0,25.0,10.0,20.0,36.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,4.0,4.0,3.0,6.0,17.0,3.0,0.0,3.0,8.0
6244,19,35454467,35455247,0.0,26.0,6.0,54.0,29.0,9.0,9.0,36.0,48.0,32.0,37.0,110.0,95.0,48.0,50.0,75.0,115.0,10.0,1.0,7.0,6.0,1.0,4.0,6.0,6.0,4.0,13.0,141.0,62.0,11.0,22.0,27.0,32.0
6245,19,3547928,3548339,0.99,8.0,7.0,28.0,29.0,4.0,5.0,27.0,18.0,23.0,18.0,50.0,46.0,37.0,24.0,33.0,53.0,2.0,0.0,5.0,2.0,4.0,1.0,0.0,2.0,6.0,2.0,21.0,20.0,3.0,6.0,19.0,15.0
6246,19,35491151,35492020,0.011,8.0,10.0,46.0,22.0,5.0,19.0,57.0,35.0,38.0,35.0,192.0,120.0,35.0,52.0,91.0,103.0,0.0,1.0,10.0,5.0,0.0,3.0,8.0,11.0,11.0,21.0,85.0,70.0,5.0,13.0,10.0,28.0
