,chr,start,end,SW579_THYROID,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
4314,1,198128147,198128364,0.045,6.0,2.0,17.0,6.0,5.0,5.0,12.0,10.0,15.0,12.0,40.0,22.0,5.0,13.0,21.0,25.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,7.0,6.0,8.0,3.0,1.0,3.0,4.0,5.0
4315,1,1990779,1991171,0.358,5.0,4.0,29.0,18.0,6.0,27.0,36.0,27.0,24.0,37.0,38.0,32.0,21.0,28.0,29.0,30.0,5.0,1.0,5.0,9.0,2.0,2.0,8.0,6.0,5.0,26.0,11.0,11.0,5.0,9.0,10.0,15.0
4316,1,19923341,19924002,0.03,20.0,9.0,58.0,22.0,3.0,18.0,36.0,39.0,52.0,31.0,107.0,71.0,34.0,38.0,61.0,61.0,8.0,2.0,18.0,14.0,1.0,8.0,14.0,15.0,14.0,15.0,42.0,41.0,7.0,18.0,38.0,27.0
4317,1,200004474,200004933,-1.0,30.0,16.0,32.0,20.0,7.0,19.0,28.0,30.0,31.0,19.0,47.0,45.0,30.0,30.0,36.0,38.0,4.0,2.0,6.0,2.0,0.0,8.0,6.0,5.0,6.0,3.0,6.0,13.0,1.0,3.0,24.0,22.0
4318,1,200008392,200009047,-1.0,13.0,10.0,42.0,18.0,5.0,21.0,30.0,40.0,34.0,20.0,76.0,95.0,31.0,45.0,78.0,96.0,2.0,0.0,10.0,3.0,1.0,9.0,4.0,16.0,4.0,5.0,17.0,24.0,10.0,6.0,16.0,20.0
4319,1,200009807,200010036,-1.0,7.0,5.0,13.0,8.0,5.0,7.0,20.0,9.0,15.0,15.0,33.0,26.0,6.0,14.0,24.0,21.0,1.0,0.0,3.0,1.0,0.0,3.0,5.0,0.0,2.0,6.0,3.0,11.0,4.0,1.0,10.0,18.0
4320,1,200010625,200010832,-1.0,10.0,3.0,15.0,11.0,5.0,15.0,10.0,14.0,15.0,8.0,13.0,17.0,9.0,18.0,16.0,27.0,2.0,0.0,2.0,5.0,0.0,1.0,1.0,5.0,5.0,3.0,6.0,8.0,0.0,5.0,6.0,7.0
4321,1,200011400,200012055,-1.0,41.0,16.0,37.0,30.0,16.0,39.0,46.0,35.0,37.0,38.0,60.0,62.0,30.0,43.0,55.0,69.0,12.0,2.0,2.0,6.0,4.0,10.0,3.0,2.0,9.0,3.0,8.0,13.0,9.0,6.0,15.0,31.0
4322,1,200116696,200117204,0.933,10.0,15.0,32.0,20.0,5.0,16.0,41.0,28.0,30.0,30.0,53.0,65.0,32.0,29.0,53.0,48.0,1.0,1.0,4.0,12.0,0.0,2.0,6.0,2.0,12.0,10.0,17.0,17.0,13.0,6.0,32.0,20.0
4323,1,2005179,2005565,0.462,13.0,11.0,28.0,11.0,4.0,10.0,26.0,20.0,24.0,17.0,44.0,52.0,22.0,22.0,40.0,41.0,10.0,0.0,4.0,8.0,1.0,3.0,5.0,8.0,8.0,4.0,13.0,41.0,16.0,6.0,48.0,18.0
4324,1,200378899,200379365,-1.0,24.0,9.0,28.0,20.0,11.0,11.0,16.0,24.0,18.0,12.0,55.0,62.0,28.0,30.0,49.0,68.0,7.0,3.0,7.0,14.0,6.0,2.0,0.0,1.0,5.0,1.0,8.0,28.0,20.0,11.0,23.0,19.0
4325,1,200589552,200590124,0.028,21.0,8.0,32.0,25.0,5.0,19.0,30.0,38.0,34.0,21.0,61.0,60.0,26.0,44.0,54.0,93.0,2.0,1.0,15.0,7.0,2.0,6.0,2.0,8.0,5.0,9.0,14.0,6.0,10.0,10.0,53.0,22.0
4326,1,200638546,200639384,0.033,28.0,8.0,57.0,33.0,9.0,26.0,35.0,42.0,54.0,29.0,151.0,98.0,35.0,49.0,90.0,93.0,3.0,1.0,12.0,3.0,0.0,3.0,9.0,4.0,13.0,5.0,32.0,16.0,12.0,14.0,18.0,25.0
4327,1,200860076,200860576,0.168,15.0,5.0,43.0,16.0,2.0,11.0,16.0,30.0,30.0,15.0,81.0,66.0,32.0,28.0,53.0,56.0,3.0,0.0,14.0,3.0,0.0,9.0,3.0,2.0,7.0,4.0,10.0,32.0,7.0,9.0,11.0,8.0
4328,1,200880593,200881270,0.874,8.0,6.0,50.0,34.0,7.0,15.0,37.0,39.0,35.0,24.0,65.0,85.0,48.0,53.0,58.0,112.0,5.0,0.0,4.0,8.0,2.0,0.0,6.0,5.0,9.0,3.0,8.0,47.0,20.0,14.0,28.0,35.0
4329,1,200992282,200992839,0.024,6.0,6.0,28.0,20.0,4.0,3.0,22.0,26.0,19.0,10.0,80.0,98.0,31.0,36.0,78.0,89.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,7.0,2.0
4330,1,201123245,201123746,0.023,18.0,7.0,28.0,27.0,6.0,15.0,20.0,35.0,24.0,14.0,41.0,53.0,32.0,40.0,44.0,96.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,7.0,5.0,3.0,3.0,6.0,9.0,7.0,13.0,23.0
4331,1,201139874,201140504,0.098,24.0,14.0,44.0,26.0,9.0,21.0,35.0,37.0,38.0,33.0,74.0,58.0,37.0,34.0,51.0,94.0,5.0,0.0,4.0,2.0,13.0,3.0,8.0,7.0,16.0,16.0,18.0,33.0,16.0,8.0,35.0,39.0
4332,1,201196030,201196267,0.679,7.0,4.0,15.0,12.0,3.0,2.0,23.0,9.0,13.0,14.0,19.0,27.0,15.0,17.0,17.0,39.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,2.0,10.0,13.0
4333,1,20126029,20126780,0.014,24.0,4.0,47.0,24.0,5.0,15.0,34.0,37.0,31.0,26.0,108.0,105.0,39.0,46.0,82.0,123.0,7.0,0.0,8.0,6.0,0.0,3.0,3.0,7.0,6.0,5.0,8.0,24.0,8.0,8.0,29.0,42.0
4334,1,201368560,201369032,0.236,14.0,7.0,29.0,22.0,5.0,11.0,24.0,20.0,35.0,15.0,69.0,56.0,18.0,27.0,54.0,65.0,1.0,1.0,3.0,1.0,1.0,2.0,7.0,11.0,18.0,2.0,24.0,6.0,1.0,7.0,29.0,24.0
4335,1,201450880,201451105,0.169,6.0,2.0,22.0,9.0,1.0,6.0,15.0,10.0,18.0,11.0,21.0,29.0,14.0,13.0,22.0,25.0,1.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,4.0,5.0,13.0,9.0
4336,1,201475885,201476516,0.025,18.0,5.0,37.0,27.0,3.0,13.0,43.0,31.0,27.0,31.0,86.0,93.0,39.0,41.0,72.0,64.0,7.0,1.0,7.0,6.0,0.0,2.0,14.0,9.0,7.0,10.0,16.0,21.0,14.0,13.0,27.0,36.0
4337,1,201708787,201709429,0.892,20.0,8.0,53.0,19.0,10.0,26.0,38.0,35.0,36.0,36.0,83.0,68.0,34.0,39.0,50.0,86.0,1.0,1.0,9.0,3.0,10.0,16.0,2.0,9.0,10.0,9.0,21.0,18.0,14.0,15.0,25.0,27.0
4338,1,201798213,201798698,0.053,16.0,15.0,42.0,12.0,8.0,9.0,36.0,19.0,43.0,26.0,75.0,58.0,18.0,22.0,50.0,35.0,2.0,3.0,5.0,0.0,1.0,3.0,10.0,2.0,9.0,8.0,10.0,9.0,11.0,2.0,19.0,6.0
4339,1,201924336,201925053,0.021,20.0,22.0,40.0,36.0,19.0,37.0,47.0,55.0,35.0,41.0,58.0,61.0,44.0,58.0,51.0,92.0,6.0,7.0,18.0,9.0,6.0,8.0,4.0,11.0,9.0,5.0,8.0,20.0,11.0,15.0,22.0,29.0
4340,1,201951754,201952579,0.048,3.0,8.0,41.0,32.0,8.0,33.0,52.0,50.0,36.0,23.0,89.0,119.0,37.0,79.0,86.0,128.0,0.0,1.0,11.0,4.0,1.0,4.0,12.0,6.0,6.0,17.0,12.0,22.0,7.0,33.0,46.0,47.0
4341,1,20208807,20209462,0.076,19.0,12.0,46.0,14.0,4.0,15.0,31.0,32.0,40.0,22.0,99.0,103.0,28.0,33.0,89.0,67.0,8.0,6.0,6.0,3.0,6.0,8.0,15.0,6.0,16.0,14.0,18.0,34.0,9.0,12.0,55.0,14.0
4342,1,202113151,202114143,0.068,15.0,14.0,49.0,29.0,12.0,21.0,47.0,58.0,44.0,44.0,117.0,137.0,36.0,59.0,130.0,179.0,2.0,2.0,3.0,4.0,0.0,3.0,3.0,12.0,2.0,3.0,8.0,20.0,7.0,14.0,22.0,16.0
4343,1,202162958,202163390,0.06,2.0,6.0,19.0,14.0,6.0,5.0,29.0,16.0,17.0,16.0,45.0,68.0,16.0,29.0,54.0,89.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,3.0,6.0,7.0,12.0,2.0,15.0,14.0,20.0
4344,1,202183193,202183526,0.081,11.0,4.0,31.0,15.0,3.0,7.0,14.0,15.0,30.0,10.0,55.0,35.0,17.0,18.0,31.0,36.0,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,4.0,0.0,10.0,1.0,5.0,3.0,4.0,4.0
4345,1,202317657,202318196,0.058,14.0,9.0,53.0,19.0,14.0,22.0,30.0,21.0,43.0,21.0,68.0,73.0,24.0,35.0,55.0,37.0,0.0,1.0,7.0,2.0,1.0,10.0,12.0,4.0,12.0,9.0,17.0,27.0,12.0,9.0,19.0,12.0
4346,1,202678881,202679769,0.026,30.0,7.0,72.0,41.0,7.0,22.0,34.0,44.0,73.0,26.0,132.0,90.0,40.0,52.0,84.0,133.0,10.0,0.0,17.0,9.0,1.0,13.0,2.0,20.0,31.0,7.0,23.0,10.0,12.0,28.0,31.0,25.0
4347,1,202779790,202780684,0.027,19.0,17.0,51.0,46.0,17.0,34.0,41.0,56.0,43.0,33.0,107.0,91.0,54.0,64.0,76.0,144.0,7.0,12.0,6.0,7.0,8.0,9.0,2.0,10.0,5.0,4.0,14.0,22.0,9.0,30.0,29.0,58.0
4348,1,202830061,202830923,0.044,26.0,20.0,53.0,47.0,15.0,29.0,36.0,58.0,43.0,31.0,76.0,94.0,62.0,58.0,80.0,133.0,8.0,8.0,24.0,4.0,1.0,4.0,5.0,7.0,4.0,3.0,11.0,20.0,41.0,10.0,29.0,29.0
4349,1,202857683,202858394,0.019,18.0,7.0,44.0,26.0,8.0,18.0,38.0,38.0,39.0,19.0,103.0,106.0,30.0,58.0,83.0,75.0,6.0,3.0,5.0,5.0,3.0,3.0,5.0,6.0,11.0,18.0,18.0,24.0,16.0,28.0,26.0,26.0
4350,1,202896204,202896524,0.019,10.0,4.0,22.0,16.0,6.0,2.0,21.0,17.0,20.0,17.0,33.0,39.0,16.0,23.0,34.0,39.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,12.0,5.0,3.0,4.0,1.0,7.0,12.0,6.0
4351,1,202926879,202927476,0.03,10.0,7.0,32.0,23.0,7.0,9.0,25.0,37.0,26.0,16.0,84.0,82.0,29.0,46.0,68.0,95.0,7.0,1.0,8.0,5.0,4.0,2.0,2.0,14.0,13.0,4.0,18.0,33.0,7.0,20.0,23.0,25.0
4352,1,202936045,202936252,0.055,3.0,5.0,17.0,6.0,2.0,1.0,13.0,8.0,14.0,12.0,38.0,22.0,12.0,6.0,19.0,28.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0,3.0
4353,1,202976328,202977028,0.09,21.0,16.0,47.0,32.0,12.0,23.0,46.0,33.0,58.0,34.0,98.0,77.0,25.0,41.0,77.0,59.0,3.0,3.0,10.0,7.0,2.0,7.0,7.0,2.0,19.0,7.0,19.0,12.0,20.0,17.0,38.0,18.0
4354,1,202995472,202996185,0.04,11.0,12.0,41.0,18.0,11.0,29.0,41.0,50.0,36.0,29.0,113.0,87.0,24.0,61.0,71.0,78.0,3.0,5.0,7.0,5.0,3.0,6.0,14.0,14.0,9.0,6.0,14.0,18.0,6.0,25.0,30.0,20.0
4355,1,203044722,203045390,0.797,9.0,5.0,31.0,28.0,6.0,18.0,52.0,33.0,29.0,25.0,82.0,95.0,29.0,61.0,67.0,97.0,3.0,2.0,4.0,6.0,1.0,2.0,7.0,5.0,9.0,5.0,17.0,24.0,11.0,17.0,22.0,41.0
4356,1,203097233,203097496,0.105,10.0,4.0,20.0,10.0,6.0,6.0,17.0,10.0,14.0,12.0,30.0,34.0,14.0,17.0,24.0,34.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,6.0,7.0,3.0,8.0,8.0,11.0,6.0,11.0,13.0
4357,1,203242519,203242818,-1.0,4.0,2.0,19.0,12.0,2.0,5.0,32.0,17.0,14.0,23.0,35.0,35.0,17.0,26.0,22.0,33.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,3.0,5.0,4.0,11.0,7.0,16.0,6.0,10.0,4.0
4358,1,203296277,203296929,0.066,46.0,8.0,46.0,25.0,5.0,22.0,33.0,32.0,37.0,18.0,85.0,76.0,37.0,44.0,53.0,84.0,16.0,0.0,9.0,2.0,5.0,5.0,2.0,6.0,11.0,2.0,14.0,20.0,5.0,8.0,15.0,13.0
4359,1,203598471,203598853,0.054,12.0,11.0,19.0,10.0,8.0,15.0,21.0,32.0,18.0,17.0,40.0,44.0,14.0,33.0,40.0,47.0,2.0,9.0,1.0,11.0,2.0,9.0,6.0,8.0,1.0,8.0,8.0,18.0,5.0,13.0,15.0,14.0
4360,1,2038555,2038863,-1.0,4.0,3.0,13.0,15.0,1.0,13.0,33.0,29.0,12.0,27.0,22.0,27.0,18.0,33.0,21.0,36.0,0.0,1.0,4.0,3.0,1.0,6.0,15.0,7.0,1.0,8.0,8.0,8.0,8.0,14.0,10.0,32.0
4361,1,203764568,203765293,0.02,23.0,17.0,47.0,29.0,15.0,38.0,33.0,54.0,42.0,31.0,72.0,63.0,36.0,54.0,57.0,113.0,4.0,2.0,5.0,3.0,7.0,13.0,10.0,11.0,16.0,5.0,18.0,19.0,3.0,14.0,10.0,19.0
4362,1,203830507,203830901,0.049,13.0,13.0,29.0,21.0,12.0,19.0,21.0,27.0,20.0,22.0,36.0,35.0,31.0,25.0,28.0,41.0,5.0,3.0,3.0,2.0,1.0,2.0,10.0,5.0,0.0,3.0,6.0,16.0,12.0,8.0,9.0,11.0
4363,1,2040997,2041302,-1.0,3.0,8.0,24.0,11.0,5.0,9.0,23.0,19.0,16.0,26.0,49.0,27.0,22.0,13.0,23.0,26.0,0.0,1.0,7.0,1.0,2.0,1.0,9.0,8.0,6.0,13.0,21.0,7.0,3.0,3.0,26.0,11.0
4364,1,204120398,204121109,0.03,21.0,14.0,53.0,31.0,8.0,15.0,38.0,31.0,40.0,28.0,102.0,89.0,50.0,35.0,67.0,88.0,2.0,4.0,6.0,10.0,5.0,1.0,6.0,0.0,5.0,8.0,17.0,22.0,15.0,5.0,32.0,20.0
4365,1,204226544,204226908,0.852,8.0,14.0,30.0,12.0,8.0,4.0,24.0,17.0,20.0,10.0,64.0,48.0,28.0,25.0,25.0,26.0,2.0,2.0,1.0,0.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,12.0,6.0,14.0,21.0,5.0
4366,1,204346732,204347430,0.248,19.0,10.0,46.0,24.0,9.0,18.0,36.0,49.0,32.0,28.0,89.0,83.0,39.0,56.0,62.0,97.0,5.0,1.0,8.0,3.0,2.0,5.0,6.0,13.0,12.0,12.0,22.0,23.0,9.0,34.0,43.0,33.0
4367,1,204380313,204381159,0.079,40.0,17.0,73.0,33.0,14.0,37.0,35.0,47.0,64.0,35.0,99.0,92.0,45.0,44.0,84.0,86.0,5.0,3.0,16.0,5.0,5.0,8.0,13.0,15.0,21.0,19.0,34.0,15.0,20.0,15.0,40.0,34.0
4368,1,2046429,2046865,0.389,4.0,12.0,16.0,20.0,7.0,29.0,40.0,31.0,15.0,36.0,45.0,36.0,26.0,30.0,32.0,56.0,1.0,4.0,3.0,5.0,2.0,11.0,5.0,8.0,7.0,5.0,24.0,22.0,7.0,14.0,34.0,24.0
4369,1,204463293,204464086,0.007,14.0,9.0,52.0,33.0,5.0,16.0,44.0,54.0,43.0,17.0,87.0,112.0,46.0,77.0,77.0,106.0,3.0,2.0,12.0,10.0,1.0,7.0,7.0,7.0,14.0,0.0,20.0,25.0,20.0,27.0,24.0,46.0
4370,1,204485473,204485831,0.093,10.0,6.0,31.0,7.0,5.0,10.0,26.0,15.0,29.0,21.0,67.0,39.0,10.0,19.0,33.0,29.0,5.0,4.0,6.0,2.0,1.0,0.0,5.0,4.0,10.0,5.0,11.0,22.0,3.0,10.0,17.0,6.0
4371,1,204654132,204654885,0.094,8.0,6.0,36.0,18.0,2.0,10.0,26.0,64.0,22.0,22.0,82.0,117.0,36.0,64.0,100.0,139.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,8.0,1.0,2.0,9.0,42.0,7.0,14.0,35.0,17.0
4372,1,204797610,204797930,0.091,4.0,2.0,22.0,9.0,3.0,2.0,13.0,14.0,16.0,8.0,55.0,57.0,14.0,20.0,47.0,33.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,18.0,1.0,3.0,7.0,7.0
4373,1,20512360,20512797,0.097,9.0,5.0,37.0,25.0,3.0,7.0,14.0,17.0,33.0,12.0,59.0,44.0,31.0,17.0,39.0,84.0,2.0,0.0,6.0,7.0,0.0,7.0,7.0,6.0,13.0,8.0,8.0,25.0,10.0,3.0,23.0,41.0
4374,1,205179963,205180910,0.013,27.0,17.0,43.0,42.0,9.0,26.0,42.0,79.0,44.0,33.0,85.0,102.0,49.0,80.0,95.0,173.0,18.0,3.0,7.0,12.0,15.0,4.0,8.0,12.0,7.0,5.0,17.0,25.0,16.0,33.0,30.0,38.0
4375,1,205196791,205197252,0.021,16.0,6.0,21.0,12.0,2.0,8.0,20.0,26.0,13.0,10.0,69.0,78.0,24.0,32.0,61.0,62.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,1.0,4.0,4.0
4376,1,205210695,205210918,0.786,5.0,10.0,18.0,9.0,2.0,2.0,9.0,20.0,14.0,8.0,15.0,25.0,21.0,13.0,21.0,30.0,0.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,12.0,6.0,3.0,3.0,3.0,8.0,4.0,8.0
4377,1,205238112,205238546,0.909,23.0,15.0,42.0,28.0,2.0,6.0,28.0,13.0,39.0,14.0,42.0,51.0,44.0,14.0,35.0,37.0,9.0,3.0,12.0,6.0,1.0,2.0,3.0,2.0,17.0,2.0,10.0,7.0,9.0,1.0,25.0,10.0
4378,1,205290232,205291035,0.05,21.0,16.0,57.0,37.0,15.0,33.0,39.0,43.0,37.0,31.0,77.0,106.0,58.0,50.0,79.0,103.0,3.0,3.0,7.0,2.0,5.0,12.0,6.0,10.0,7.0,19.0,25.0,33.0,15.0,9.0,45.0,28.0
4379,1,205473877,205474109,0.032,10.0,3.0,26.0,7.0,5.0,8.0,9.0,4.0,23.0,9.0,42.0,29.0,8.0,6.0,27.0,15.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,6.0,2.0,2.0,13.0,7.0
4380,1,205498003,205498590,0.273,6.0,11.0,34.0,26.0,7.0,14.0,29.0,50.0,23.0,17.0,55.0,66.0,41.0,58.0,44.0,105.0,0.0,3.0,9.0,8.0,2.0,5.0,16.0,13.0,8.0,5.0,13.0,31.0,11.0,28.0,24.0,30.0
4381,1,205537751,205538443,0.212,9.0,11.0,36.0,20.0,6.0,9.0,35.0,47.0,28.0,18.0,109.0,101.0,33.0,59.0,77.0,93.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,9.0,12.0,2.0,12.0,8.0,15.0
4382,1,205600493,205601432,0.015,23.0,5.0,40.0,35.0,6.0,18.0,40.0,58.0,41.0,36.0,113.0,140.0,33.0,63.0,138.0,149.0,1.0,0.0,4.0,2.0,0.0,2.0,10.0,4.0,1.0,8.0,19.0,15.0,2.0,14.0,28.0,13.0
4383,1,205631977,205632254,0.932,12.0,5.0,25.0,10.0,2.0,2.0,17.0,11.0,11.0,12.0,40.0,40.0,27.0,13.0,22.0,27.0,2.0,4.0,5.0,1.0,0.0,0.0,7.0,10.0,4.0,5.0,18.0,7.0,11.0,6.0,11.0,13.0
4384,1,205648975,205649903,0.033,32.0,10.0,58.0,39.0,12.0,20.0,37.0,43.0,46.0,27.0,127.0,130.0,49.0,55.0,109.0,133.0,1.0,1.0,3.0,7.0,5.0,5.0,2.0,10.0,3.0,1.0,17.0,25.0,13.0,23.0,35.0,40.0
4385,1,205743900,205744668,0.056,33.0,13.0,41.0,46.0,11.0,32.0,46.0,54.0,42.0,34.0,67.0,67.0,47.0,64.0,57.0,113.0,4.0,2.0,5.0,5.0,2.0,14.0,9.0,12.0,12.0,4.0,16.0,7.0,24.0,15.0,27.0,25.0
4386,1,206223537,206224028,-1.0,7.0,5.0,32.0,15.0,5.0,5.0,37.0,30.0,25.0,19.0,46.0,70.0,22.0,48.0,46.0,78.0,1.0,1.0,9.0,1.0,0.0,0.0,11.0,11.0,13.0,2.0,7.0,25.0,11.0,10.0,16.0,30.0
4387,1,2064628,2064855,0.921,0.0,0.0,11.0,5.0,0.0,4.0,13.0,24.0,2.0,14.0,8.0,33.0,14.0,23.0,26.0,49.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,7.0,1.0,9.0,10.0,15.0
4388,1,2066367,2066666,0.94,1.0,6.0,17.0,16.0,0.0,4.0,28.0,18.0,19.0,15.0,35.0,32.0,20.0,25.0,22.0,40.0,0.0,2.0,4.0,3.0,0.0,0.0,23.0,3.0,14.0,7.0,5.0,19.0,8.0,11.0,26.0,28.0
4389,1,20669566,20670018,0.426,5.0,7.0,36.0,23.0,1.0,6.0,20.0,25.0,35.0,12.0,41.0,54.0,30.0,27.0,46.0,83.0,5.0,0.0,3.0,5.0,1.0,1.0,4.0,1.0,4.0,6.0,6.0,9.0,6.0,11.0,8.0,13.0
4390,1,206730397,206730908,-1.0,14.0,4.0,43.0,20.0,6.0,9.0,20.0,15.0,38.0,10.0,96.0,74.0,23.0,27.0,60.0,51.0,5.0,1.0,8.0,7.0,2.0,1.0,8.0,3.0,2.0,2.0,17.0,20.0,14.0,6.0,26.0,17.0
4391,1,206808523,206809187,0.078,14.0,4.0,46.0,29.0,18.0,15.0,29.0,34.0,33.0,29.0,81.0,87.0,28.0,48.0,75.0,93.0,2.0,0.0,4.0,5.0,3.0,0.0,5.0,11.0,7.0,7.0,23.0,23.0,8.0,37.0,37.0,37.0
4392,1,20692582,20693534,-1.0,36.0,21.0,48.0,42.0,17.0,23.0,34.0,67.0,37.0,33.0,79.0,121.0,57.0,64.0,110.0,162.0,4.0,2.0,14.0,7.0,6.0,9.0,6.0,10.0,11.0,9.0,21.0,31.0,8.0,21.0,63.0,31.0
4393,1,207082693,207083202,0.032,6.0,5.0,28.0,19.0,6.0,9.0,19.0,29.0,18.0,13.0,76.0,79.0,28.0,36.0,64.0,73.0,0.0,0.0,4.0,5.0,3.0,2.0,5.0,10.0,2.0,11.0,14.0,21.0,2.0,10.0,38.0,12.0
4394,1,207224089,207224450,0.06,13.0,10.0,19.0,15.0,6.0,18.0,23.0,15.0,18.0,18.0,49.0,43.0,20.0,16.0,38.0,39.0,2.0,3.0,4.0,3.0,0.0,9.0,7.0,2.0,6.0,4.0,6.0,5.0,10.0,10.0,19.0,9.0
4395,1,207226281,207226842,0.08,16.0,15.0,45.0,24.0,16.0,21.0,29.0,32.0,34.0,28.0,69.0,58.0,34.0,34.0,47.0,58.0,20.0,3.0,5.0,5.0,3.0,7.0,5.0,4.0,6.0,6.0,15.0,24.0,21.0,7.0,23.0,12.0
4396,1,207494543,207495364,0.03,16.0,9.0,54.0,39.0,19.0,32.0,53.0,49.0,40.0,47.0,76.0,91.0,43.0,65.0,72.0,115.0,19.0,6.0,10.0,12.0,8.0,12.0,17.0,13.0,16.0,13.0,14.0,13.0,11.0,14.0,34.0,32.0
4397,1,207627531,207628280,0.192,21.0,10.0,38.0,32.0,9.0,20.0,52.0,49.0,29.0,36.0,90.0,96.0,42.0,64.0,72.0,88.0,9.0,0.0,5.0,11.0,5.0,0.0,15.0,11.0,4.0,1.0,36.0,36.0,24.0,13.0,33.0,25.0
4398,1,207669637,207670015,0.116,6.0,4.0,26.0,8.0,3.0,7.0,35.0,14.0,25.0,21.0,57.0,59.0,10.0,27.0,45.0,30.0,1.0,0.0,3.0,4.0,1.0,6.0,7.0,1.0,7.0,3.0,5.0,13.0,1.0,10.0,20.0,15.0
4399,1,207818389,207818952,0.144,16.0,15.0,27.0,20.0,9.0,32.0,41.0,46.0,28.0,35.0,63.0,57.0,25.0,46.0,53.0,49.0,0.0,10.0,5.0,7.0,1.0,3.0,10.0,6.0,5.0,4.0,20.0,19.0,5.0,30.0,13.0,15.0
4400,1,207925171,207925964,0.017,25.0,17.0,47.0,22.0,11.0,42.0,54.0,54.0,41.0,42.0,99.0,89.0,34.0,60.0,72.0,83.0,7.0,2.0,7.0,8.0,1.0,7.0,3.0,8.0,21.0,5.0,19.0,31.0,14.0,15.0,39.0,16.0
4401,1,208041862,208042718,0.094,28.0,11.0,45.0,36.0,7.0,14.0,40.0,46.0,35.0,18.0,98.0,125.0,50.0,64.0,94.0,144.0,5.0,6.0,5.0,9.0,0.0,1.0,2.0,3.0,23.0,2.0,14.0,16.0,5.0,7.0,11.0,13.0
4402,1,208084098,208084513,0.312,12.0,4.0,25.0,19.0,4.0,9.0,20.0,28.0,17.0,14.0,40.0,56.0,27.0,34.0,43.0,62.0,1.0,0.0,2.0,2.0,1.0,1.0,6.0,4.0,3.0,4.0,3.0,7.0,2.0,9.0,17.0,20.0
4403,1,208132327,208133117,-1.0,18.0,9.0,40.0,32.0,6.0,26.0,45.0,44.0,36.0,31.0,96.0,103.0,39.0,55.0,86.0,123.0,6.0,0.0,4.0,4.0,5.0,13.0,7.0,13.0,12.0,5.0,26.0,21.0,18.0,19.0,38.0,47.0
4404,1,208136666,208137183,0.012,14.0,8.0,39.0,11.0,1.0,17.0,27.0,28.0,26.0,18.0,75.0,80.0,31.0,30.0,59.0,52.0,3.0,0.0,6.0,0.0,1.0,4.0,5.0,9.0,6.0,3.0,13.0,29.0,20.0,24.0,22.0,27.0
4405,1,20834416,20834883,0.056,16.0,10.0,27.0,32.0,5.0,8.0,29.0,23.0,37.0,20.0,57.0,41.0,27.0,27.0,43.0,64.0,2.0,3.0,4.0,6.0,2.0,2.0,5.0,5.0,11.0,4.0,13.0,12.0,5.0,7.0,12.0,26.0
4406,1,209404845,209405473,0.763,6.0,3.0,36.0,28.0,7.0,9.0,27.0,18.0,32.0,22.0,107.0,92.0,28.0,27.0,84.0,101.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,9.0,15.0,1.0,0.0,13.0,13.0
4407,1,20960045,20960551,0.069,8.0,3.0,34.0,7.0,6.0,10.0,28.0,28.0,21.0,22.0,107.0,80.0,17.0,37.0,62.0,35.0,0.0,0.0,7.0,1.0,0.0,2.0,6.0,5.0,12.0,5.0,17.0,28.0,11.0,11.0,24.0,10.0
4408,1,209799149,209799354,0.904,5.0,5.0,18.0,7.0,5.0,4.0,11.0,11.0,6.0,11.0,28.0,27.0,19.0,11.0,16.0,20.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,10.0,3.0,4.0,14.0,3.0
